// mob_db2.txt -- merged into mob_db.txt (2026-06-16). Intentionally has no
// entries; the loader/inter conf still reference it, an empty load is a no-op.
// === [backport] Renewal mobs (ID<=10000) - rAthena 7f08087 (2026-06-18), db/re/mob_db.yml. EXP/JEXP scaled (/120,/72), mode reconstructed, no skills. NOT spawned. See Doc/backport_renewal_mobs.md ===
2336,DOMOVOI,Domovoi,Domovoi,38,694,0,1,2,1,64,11,40,0,20,11,34,20,19,10,10,12,0,2,22,0x0,200,800,1200,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2337,HIDDEN_MOB,Monster,Monster,151,10000,200,0,0,7,0,1000,200,10,200,200,200,200,200,200,12,12,0,4,88,0x184,1000,1000,1000,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2338,MD_MANANANGGAL,Manananggal,Manananggal,107,204511,0,0,0,1,801,103,64,31,75,85,45,71,75,46,10,12,1,6,47,0x3985,100,280,720,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2339,MD_MANGKUKULAM,Mangkukulam,Mangkukulam,110,102154,0,0,0,1,582,196,89,75,35,71,31,82,64,52,10,12,1,6,40,0x3985,150,1664,336,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2340,MD_TIYANAK,Tiyanak,Tiyanak,105,50211,0,0,0,1,457,251,76,21,41,58,41,51,72,47,10,12,0,6,47,0x3985,100,496,504,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2341,RWC_BOSS2011,2011 RWC Boss,2011 RWC Boss,141,3205000,0,10833,16806,3,7343,4412,588,506,196,131,125,276,401,156,10,12,2,8,86,0x36B5,100,576,576,480,5417,10000,12246,5000,12246,5000,12246,5000,12539,5000,7444,5000,12549,5000,617,5000,0,0,0,0,0,0,0,0,0,0,0,0
2342,MER_DIABOLIC,Diabolic,Diabolic,83,9815,234,0,0,2,1100,200,60,60,85,90,71,43,85,105,10,12,0,6,47,0x100,150,1080,780,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2343,HIDDEN_MOB_W,Hidden Mob,Hidden Mob,151,10000,200,0,0,7,0,1000,200,10,200,200,200,200,200,200,12,12,0,4,88,0x184,1000,1000,2000,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2344,MER_WISH_MAIDEN,Wish Maiden,Wish Maiden,83,9815,234,0,0,2,1100,200,60,60,85,90,71,43,85,105,10,12,0,6,47,0x100,150,1080,780,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2345,MER_ZHERLTHSH,Zealotus,Zealotus,83,9815,234,0,0,2,1100,200,60,60,85,90,71,43,85,105,10,12,0,6,47,0x100,150,1080,780,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2346,MER_KTULLANUX,Ktullanux,Ktullanux,83,9815,234,0,0,2,1100,200,60,60,85,90,71,43,85,105,10,12,0,6,47,0x100,150,1080,780,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2347,MER_EDDGA,Eddga,Eddga,83,9815,234,0,0,2,1100,200,60,60,85,90,71,43,85,105,10,12,0,6,47,0x100,150,1080,780,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2348,MER_CIVIL_SERVANT,Mao Guai,Mao Guai,83,9815,234,0,0,2,1100,200,60,60,85,90,71,43,85,105,10,12,0,6,47,0x100,150,1080,780,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2349,MER_LOLI_RURI,Loli Ruri,Loli Ruri,83,9815,234,0,0,2,1100,200,60,60,85,90,71,43,85,105,10,12,0,6,47,0x100,150,1080,780,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2350,MER_SEDORA,Sedora,Sedora,83,9815,234,0,0,2,1100,200,60,60,85,90,71,43,85,105,10,12,0,6,47,0x100,150,1080,780,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2351,MER_CHEPET,Chepet,Chepet,83,9815,234,0,0,2,1100,200,60,60,85,90,71,43,85,105,10,12,0,6,47,0x100,150,1080,780,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2352,E_RSX_0805,RSX 0805,RSX 0805,100,10000000,0,0,0,1,1000,500,400,200,100,1,110,1,100,1,10,12,2,0,60,0x36B5,220,128,1104,240,0,0,7444,10000,7444,10000,7510,10000,1832,2500,1660,2500,2014,2500,1291,2500,2013,2500,2012,2500,16018,2500,2011,2500,0,0,0,0
2353,N_MINOROUS,Minorous (Nightmare),Minorous (Nightmare),121,27346,0,25,41,1,995,154,131,41,71,47,51,51,81,30,10,12,2,2,43,0x3695,200,1360,960,432,0,0,0,0,0,0,0,0,941,5000,756,200,1361,2,1005,10,6254,100,568,300,0,0,0,0,0,0,4655,1
2354,N_MUMMY,Mummy (Nightmare),Mummy (Nightmare),117,26177,0,24,33,1,812,192,110,21,61,5,21,1,72,0,10,12,1,1,49,0x3695,300,1772,72,384,0,0,0,0,0,0,0,0,930,9000,756,100,934,500,2604,2,2611,10,525,250,508,1000,0,0,0,0,4656,1
2355,N_VERIT,Verit (Nightmare),Verit (Nightmare),115,20150,0,21,28,1,766,142,82,20,57,7,31,15,7,7,10,12,1,1,29,0x3695,250,2468,768,480,0,0,0,0,0,0,0,0,929,9000,912,700,930,1100,509,600,2609,2,2612,200,639,20,0,0,0,0,4658,1
2356,N_MIMIC,Mimic (Nightmare),Mimic (Nightmare),137,63101,0,27,50,1,1345,413,210,40,71,180,35,21,61,0,10,12,1,0,60,0x3695,100,972,500,288,0,0,0,0,0,0,0,0,617,6,603,50,1065,1200,7938,1000,2626,2,757,270,0,0,0,0,0,0,4654,1
2357,G_N_MIMIC,Mimic (Nightmare),Mimic (Nightmare),137,63101,0,0,0,1,1345,413,210,40,71,180,35,21,61,0,10,12,1,0,60,0x3695,100,972,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2358,N_ARCLOUSE,Arclouze (Nightmare),Arclouze (Nightmare),134,48013,0,21,42,1,1104,341,101,45,65,85,51,45,251,31,10,12,1,4,42,0x3795,100,960,500,480,0,0,0,0,0,0,0,0,1096,3500,938,3000,943,800,912,500,716,300,997,20,912,2500,0,0,0,0,4653,1
2359,G_N_ARCLOUSE,Arclouze (Nightmare),Arclouze (Nightmare),134,48013,0,0,0,1,1104,341,101,45,65,85,51,45,251,31,10,12,1,4,42,0x3795,100,960,500,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2360,N_ANCIENT_MUMMY,Ancient Mummy (Nightmare,Ancient Mummy (Nightmare,141,90157,0,39,73,1,1841,347,142,51,126,75,61,85,187,24,10,12,1,1,49,0x3695,175,1772,120,384,0,0,0,0,0,0,0,0,930,4500,934,1800,2624,2,2611,150,12735,10,756,150,757,100,0,0,0,0,4657,1
2361,G_N_ANCIENT_MUMMY,Ancient Mummy (Nightmare,Ancient Mummy (Nightmare,141,90157,0,0,0,1,1841,347,142,51,126,75,61,85,187,24,10,12,1,1,49,0x3695,175,1772,120,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2362,N_AMON_RA,Amon Ra (Nightmare),Amon Ra (Nightmare),145,2515784,0,13554,19893,3,4106,3201,367,301,86,89,120,131,101,92,14,12,2,7,62,0xA4,170,854,2016,480,6777,10000,608,3500,732,5500,0,0,5053,150,2615,50,7211,7000,616,400,1552,10,607,3000,0,0,0,0,0,0,4652,1
2363,MENBLATT,Menblatt,Menblatt,143,82200,0,35,63,3,816,201,79,50,70,68,40,55,108,30,10,12,1,4,44,0x3795,145,472,1056,480,0,0,0,0,0,0,0,0,7168,1000,7163,2304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4593,1
2364,PETAL,Petal,Petal,141,81031,0,34,62,9,671,173,73,33,70,82,55,45,108,25,10,12,1,2,24,0x2085,200,1500,768,480,0,0,0,0,0,0,0,0,12346,1000,1026,1000,6089,250,0,0,0,0,0,0,0,0,0,0,0,0,4594,1
2365,CENERE,Cenere,Cenere,146,130131,0,59,105,1,1802,1031,87,81,67,39,30,35,95,45,10,12,0,3,24,0x3695,300,1500,720,360,0,0,0,0,0,0,0,0,7322,500,7001,1500,7320,1000,0,0,0,0,0,0,0,0,0,0,0,0,4595,1
2366,ANTIQUE_BOOK,Antique Book,Antique Book,148,134615,0,60,108,1,1861,1213,74,42,67,53,32,44,125,5,10,12,0,0,60,0x3695,150,864,960,480,0,0,0,0,0,0,0,0,7015,500,1097,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4596,1
2367,LICHTERN_B,Lichtern,Lichtern,149,131211,0,60,105,1,1513,1410,76,41,124,74,60,55,92,50,10,12,0,0,81,0x3695,150,480,1728,480,0,0,0,0,0,0,0,0,1000,150,1001,300,995,20,0,0,0,0,0,0,0,0,0,0,0,0,4597,1
2368,LICHTERN_Y,Lichtern,Lichtern,147,131513,0,59,107,1,1416,1561,84,51,141,94,75,91,144,50,10,12,0,0,88,0x3695,150,1000,3456,480,0,0,0,0,0,0,0,0,1000,150,1001,300,996,20,0,0,0,0,0,0,0,0,0,0,0,0,4598,1
2369,LICHTERN_R,Lichtern,Lichtern,149,135718,0,60,110,1,1647,1449,111,53,147,77,66,65,133,50,10,12,0,0,83,0x3695,150,1000,4032,480,0,0,0,0,0,0,0,0,1000,150,1001,300,994,20,0,0,0,0,0,0,0,0,0,0,0,0,4599,1
2370,LICHTERN_G,Lichtern,Lichtern,151,133451,0,60,105,1,1547,1594,120,57,121,60,58,62,102,50,10,12,0,0,82,0x3695,100,1000,2304,480,0,0,0,0,0,0,0,0,1000,150,1001,300,997,20,0,0,0,0,0,0,0,0,0,0,0,0,4600,1
2371,FAITHFUL_MANAGER,Faithful Manager,Faithful Manager,155,151548,0,72,119,3,2091,1607,204,141,80,28,40,25,88,45,10,12,2,0,80,0x3695,200,480,1536,480,0,0,0,0,0,0,0,0,12353,500,970,100,971,100,972,100,0,0,0,0,0,0,0,0,0,0,4607,1
2372,SOIL,Soil,Soil,1,15,0,0,0,1,1,1,100,99,0,0,0,0,0,0,7,12,0,3,22,0x0,1000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2373,ROCK,Rock,Rock,1,15,0,0,0,1,1,1,100,99,0,0,0,0,0,0,7,12,0,3,22,0x0,1000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2374,THICKET,Thicket,Thicket,1,15,0,0,0,1,1,1,100,99,0,0,0,0,0,0,7,12,0,3,22,0x0,1000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2375,MOROCC_4_142,Incarnation of Morocc,Incarnation of Morocc,100,4444,0,0,0,1,171,85,80,6,114,44,62,97,85,43,10,12,1,6,69,0x36B5,200,2036,648,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2376,MOROCC_2_142,Incarnation of Morocc,Incarnation of Morocc,100,2000,0,0,0,1,181,83,81,5,121,42,71,65,85,44,10,12,1,6,67,0x36B5,200,2076,648,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2377,E_NOVUS_,Novus,Novus,1,12,0,0,0,1,2,2,1,1,1,10,1,10,30,5,10,12,0,9,20,0x81,100,252,816,480,0,0,0,0,0,0,0,0,1036,1795,503,1000,11523,1000,728,1000,0,0,0,0,0,0,0,0,0,0,0,0
2378,MER_ANTLER_SCARABA,Antler Scaraba,Antler Scaraba,136,30000,150,0,0,1,1418,410,155,102,23,99,59,129,137,45,10,12,1,4,42,0x3985,200,504,624,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2379,XMAS_SMOKEY_SOCK,Socks Stealing Raccoon,Socks Stealing Raccoon,10,10,0,0,0,1,70,11,1,0,1,1,16,5,100,100,10,12,0,2,22,0x81,200,1576,576,420,0,0,0,0,0,0,0,0,7910,3000,7910,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2380,XMAS_SMOKEY_GIFT,Gift Stealing Raccoon,Gift Stealing Raccoon,10,10,0,0,0,1,70,11,1,0,1,1,16,5,100,100,10,12,0,2,22,0x81,200,1576,576,420,0,0,0,0,0,0,0,0,7909,3000,7909,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2398,LITTLE_PORING,Little Poring,Little Poring,1,40,0,1,1,1,1,1,2,5,6,1,1,0,6,5,10,12,0,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,909,9000,1202,100,938,1000,512,5000,507,1000,512,500,507,1000,0,0,0,0,4545,100
2401,G_PORING,Poring,Poring,1,55,0,0,0,1,1,1,2,5,6,1,1,0,6,5,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402,POPORING_IMMUNE_M,Poporing,Poporing,30,524,0,1,2,1,74,20,36,17,17,26,20,18,36,5,10,12,1,3,25,0x83,300,1672,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,POPORING_IMMUNE_A,Poporing,Poporing,30,524,0,1,2,1,74,20,36,17,17,26,20,18,36,5,10,12,1,3,25,0x83,300,1672,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,DEAD_PLANKTON,Dead Plankton,Dead Plankton,9,95,0,1,1,1,18,1,21,3,14,5,10,0,10,3,10,12,0,1,29,0x81,400,2208,1008,324,0,0,0,0,0,0,0,0,1052,2000,910,70,938,170,970,1,630,5,645,10,0,0,0,0,0,0,0,0
2405,WEAK_SKELETON,Weak Skeleton,Weak Skeleton,18,223,0,2,2,1,9,8,12,2,15,5,10,0,12,0,10,12,1,1,29,0x81,200,2228,528,576,0,0,0,0,0,0,0,0,1010,45,932,800,1505,40,909,1500,507,500,2609,15,0,0,0,0,0,0,0,0
2406,WEAK_SKEL_SOLDIER,Weak Soldier Skeleton,Weak Soldier Skeleton,23,337,0,2,2,1,17,9,28,5,18,9,28,5,43,5,10,12,1,1,29,0x81,200,2276,576,432,0,0,0,0,0,0,0,0,932,1300,756,15,1214,3,507,170,934,2,2315,1,1216,10,601,500,0,0,0,0
2407,SAILOR_SKELETON,Sailor Skeleton,Sailor Skeleton,19,243,0,2,2,1,10,8,12,2,15,5,10,0,12,0,10,12,1,1,29,0x81,200,2228,528,576,0,0,0,0,0,0,0,0,932,700,2287,4,7477,1,2211,60,1104,60,756,10,628,5,0,0,0,0,0,0
2408,DUMMY_10,Dummy 10,Dummy 10,10,99999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0x20,200,1000,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409,DUMMY_50,Dummy 50,Dummy 50,50,99999999,0,0,0,1,0,0,50,50,0,0,0,0,0,0,0,0,1,0,20,0x20,200,1000,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,DUMMY_100,Dummy 100,Dummy 100,100,99999999,0,0,0,1,0,0,90,90,0,0,0,0,0,0,0,0,1,0,20,0x20,200,1000,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2411,DUMMY_150,Dummy 150,Dummy 150,150,99999999,0,0,0,1,0,0,120,120,0,0,0,0,0,0,0,0,1,0,20,0x20,200,1000,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2413,DUMMY_10_FIRE,Dummy 10,Dummy 10,10,99999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0x20,200,1000,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2415,L_SEYREN,Knight Seyren,Knight Seyren,98,13260,0,12,14,1,827,285,149,10,127,62,77,44,118,49,10,12,1,7,63,0x3885,150,432,400,288,0,0,0,0,0,0,0,0,7345,5000,7347,2500,1163,50,1164,5,2314,20,2315,5,603,2,0,0,0,0,0,0
2416,L_EREMES,Assassin Eremes,Assassin Eremes,98,9029,0,13,10,1,739,153,109,10,130,78,53,60,114,68,10,12,1,7,85,0x3885,160,432,400,288,0,0,0,0,0,0,0,0,7345,5000,7347,2500,1261,50,1285,5,2337,25,2359,5,603,2,0,0,0,0,0,0
2417,L_HARWORD,Blacksmith Howard,Blacksmith Howard,98,11803,0,11,11,1,782,253,117,9,124,71,55,47,73,43,10,12,1,7,81,0x3885,160,432,400,288,0,0,0,0,0,0,0,0,7345,5000,7347,2500,1361,50,2310,25,2318,5,603,2,0,0,0,0,0,0,0,0
2418,L_SHECIL,Hunter Cecil,Hunter Cecil,98,8835,0,11,12,14,574,223,68,13,108,113,60,72,148,37,10,12,1,7,64,0x3885,160,432,400,288,0,0,0,0,0,0,0,0,7345,5000,7347,2500,1721,50,1722,5,2330,22,2331,5,603,2,0,0,0,0,0,0
2419,L_KATRINN,Wizard Kathryne,Wizard Kathryne,98,7092,0,11,13,1,512,650,69,66,97,70,49,129,125,44,10,12,1,7,68,0x3885,130,864,400,288,0,0,0,0,0,0,0,0,7345,5000,7347,2500,1619,50,2343,20,2372,5,603,2,0,0,0,0,0,0,0,0
2420,L_MAGALETA,Priest Margaretha,Priest Margaretha,98,9192,0,9,11,1,644,498,97,83,113,66,63,110,89,58,10,12,1,7,66,0x3295,160,864,400,288,0,0,0,0,0,0,0,0,7345,5000,7347,2500,1522,50,1526,5,2326,20,2373,5,603,2,0,0,0,0,0,0
2421,L_YGNIZEM,Crusader Egnigem,Crusader Egnigem,98,13440,0,8,20,1,852,342,136,8,158,101,94,75,108,74,10,12,1,7,43,0x3885,155,432,400,288,0,0,0,0,0,0,0,0,7347,5000,7345,2500,1129,50,1145,5,2316,20,2317,5,603,2,0,0,0,0,0,0
2422,L_WHIKEBAIN,Rogue Wickebine,Rogue Wickebine,98,11712,0,7,17,1,545,216,125,72,125,100,75,46,93,60,10,12,1,7,65,0x3095,130,432,400,288,0,0,0,0,0,0,0,0,7347,5000,7345,2500,1239,50,1231,5,2335,20,2336,5,603,2,0,0,0,0,0,0
2423,L_ARMAIA,Alchemist Armeyer,Alchemist Armeyer,98,11376,0,8,25,1,537,232,130,4,135,64,93,71,105,68,10,12,1,7,62,0x3095,130,432,400,288,0,0,0,0,0,0,0,0,7347,5000,7345,2500,1304,50,1305,5,2310,25,2318,5,603,2,0,0,0,0,0,0
2424,L_KAVAC,Bard Kavach,Bard Kavach,98,12637,0,7,22,9,605,193,94,52,113,119,68,55,163,52,10,12,1,7,44,0x3095,160,432,400,288,0,0,0,0,0,0,0,0,7347,5000,7345,2500,1910,50,1913,5,2330,22,2331,5,603,2,0,0,0,0,0,0
2425,L_DANCER,Dancer Josephina,Dancer Josephina,98,12637,0,8,22,9,605,193,94,52,113,119,68,55,163,52,10,12,1,7,44,0x3095,160,432,400,288,0,0,0,0,0,0,0,0,7347,5000,7345,2500,1959,50,1963,5,2330,22,2331,5,603,2,0,0,0,0,0,0
2426,L_RAWREL,Sage Laurell,Sage Laurell,98,9868,0,8,27,1,247,648,83,96,73,86,71,134,123,62,10,12,1,7,48,0x3095,160,432,400,288,0,0,0,0,0,0,0,0,7347,5000,7345,2500,1551,50,2343,22,2372,5,603,2,0,0,0,0,0,0,0,0
2427,L_EREND,Monk Errende,Monk Errende,98,11168,0,8,14,1,972,483,116,108,84,72,99,115,95,68,10,12,1,7,46,0x3095,140,432,400,288,0,0,0,0,0,0,0,0,7347,5000,7345,2500,1809,50,1813,5,2326,20,2373,5,603,2,0,0,0,0,0,0
2428,G_L_SEYREN,Knight Seyren,Knight Seyren,98,13260,0,0,0,1,827,285,149,10,127,62,77,44,118,49,10,12,1,7,63,0x3885,150,432,400,288,0,0,0,0,0,0,0,0,7345,5000,7347,2500,2314,500,2315,5,603,1,1163,100,1164,5,0,0,0,0,0,0
2429,G_L_EREMES,Assassin Eremes,Assassin Eremes,98,9029,0,0,0,1,739,153,109,10,130,78,53,60,114,68,10,12,1,7,85,0x3885,160,432,400,288,0,0,0,0,0,0,0,0,7345,5000,7347,2500,2337,500,2359,5,603,1,1261,100,1285,5,0,0,0,0,0,0
2430,G_L_HARWORD,Blacksmith Howard,Blacksmith Howard,98,11803,0,0,0,1,782,253,117,9,124,71,55,47,73,43,10,12,1,7,81,0x3885,160,432,400,288,0,0,0,0,0,0,0,0,7345,5000,7347,2500,2310,500,2318,5,603,1,1361,100,0,0,0,0,0,0,0,0
2431,G_L_SHECIL,Hunter Cecil,Hunter Cecil,98,8835,0,0,0,14,574,223,68,13,108,113,60,72,148,37,10,12,1,7,64,0x3885,160,432,400,288,0,0,0,0,0,0,0,0,7345,5000,7347,2500,2330,500,2331,5,603,1,1721,100,1722,5,0,0,0,0,0,0
2432,G_L_KATRINN,Wizard Kathryne,Wizard Kathryne,98,7092,0,0,0,1,512,650,69,66,97,70,49,129,125,44,10,12,1,7,68,0x3885,130,864,400,288,0,0,0,0,0,0,0,0,7345,5000,7347,2500,2343,500,2372,5,603,1,1619,100,0,0,0,0,0,0,0,0
2433,G_L_MAGALETA,Priest Margaretha,Priest Margaretha,98,9192,0,0,0,1,644,498,97,83,113,66,63,110,89,58,10,12,1,7,66,0x3295,160,864,400,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2434,G_L_YGNIZEM,Crusader Egnigem,Crusader Egnigem,98,13440,0,0,0,1,852,342,136,8,158,101,94,75,108,74,10,12,1,7,43,0x3885,155,432,400,288,0,0,0,0,0,0,0,0,7347,5000,7345,2500,2316,500,2317,5,603,1,1129,100,1145,5,0,0,0,0,0,0
2435,G_L_WHIKEBAIN,Rogue Wickebine,Rogue Wickebine,98,11712,0,0,0,1,545,216,125,72,125,100,75,46,93,60,10,12,1,7,65,0x3095,130,432,400,288,0,0,0,0,0,0,0,0,7347,5000,7345,2500,2335,500,2336,5,603,1,1239,100,1231,5,0,0,0,0,0,0
2436,G_L_ARMAIA,Alchemist Armeyer,Alchemist Armeyer,98,11376,0,0,0,1,537,232,130,4,135,64,93,71,105,68,10,12,1,7,62,0x3095,130,432,400,288,0,0,0,0,0,0,0,0,7347,5000,7345,2500,2310,500,2318,5,603,1,1304,100,1305,5,0,0,0,0,0,0
2437,G_L_KAVAC,Bard Kavach,Bard Kavach,98,12637,0,0,0,9,605,193,94,52,113,119,68,55,163,52,10,12,1,7,44,0x3095,160,432,400,288,0,0,0,0,0,0,0,0,7347,5000,7345,2500,2330,500,2331,5,603,1,1910,100,1913,5,0,0,0,0,0,0
2438,G_L_DANCER,Dancer Josephina,Dancer Josephina,98,12637,0,0,0,9,605,193,94,52,113,119,68,55,163,52,10,12,1,7,44,0x3095,160,432,400,288,0,0,0,0,0,0,0,0,7347,5000,7345,2500,2330,500,2331,5,603,1,1959,100,1963,5,0,0,0,0,0,0
2439,G_L_RAWREL,Sage Laurell,Sage Laurell,98,9868,0,0,0,1,247,648,83,96,73,86,71,134,123,62,10,12,1,7,48,0x3095,160,432,400,288,0,0,0,0,0,0,0,0,7347,5000,7345,2500,2343,500,2372,5,603,1,1551,100,0,0,0,0,0,0,0,0
2440,G_L_EREND,Monk Errende,Monk Errende,98,11168,0,0,0,1,972,483,116,108,84,72,99,115,95,68,10,12,1,7,46,0x3095,140,432,400,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2441,B_NOVICE,The Last One,The Last One,99,265203,0,886,1219,3,4220,2107,510,139,272,148,162,99,160,59,10,12,1,7,83,0x36B5,100,76,384,288,443,10000,617,5500,0,0,0,0,7345,2500,603,3000,617,4000,616,500,1148,100,1140,5,0,0,0,0,0,0,0,0
2442,B_SUPERNOVICE,King of the Alley,King of the Alley,99,268800,0,907,1236,3,5877,3526,410,192,206,194,181,156,203,115,10,12,1,7,83,0x36B5,100,76,384,288,453,10000,617,5500,0,0,0,0,7345,2500,603,3000,617,4000,616,500,1622,100,0,0,0,0,0,0,0,0,0,0
2443,AIRA,Aira,Aira,99,270000,0,917,1250,1,827,285,149,10,127,62,77,44,118,49,10,12,1,7,63,0x36B5,150,432,400,288,0,0,0,0,0,0,0,0,739,3000,2407,50,2409,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2444,KULUNA,Kuluna,Kuluna,99,270000,0,917,1250,1,739,153,109,10,130,78,53,60,114,68,10,12,1,7,68,0x36B5,160,432,400,288,0,0,0,0,0,0,0,0,739,3000,2407,50,2409,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2445,MALLINA,Mallina,Mallina,99,270000,0,917,1250,1,782,253,117,9,124,71,55,47,73,43,10,12,1,7,82,0x36B5,160,432,400,288,0,0,0,0,0,0,0,0,739,3000,2407,50,2409,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,EZELLA,Ezella,Ezella,99,270000,0,917,1250,14,574,223,68,13,108,113,60,72,148,37,10,12,1,7,64,0x36B5,160,432,400,288,0,0,0,0,0,0,0,0,739,3000,2407,50,2409,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2447,LUNE,Lune,Lune,99,270000,0,917,1250,1,512,650,69,66,97,70,49,129,125,44,10,12,1,7,61,0x36B5,130,864,400,288,0,0,0,0,0,0,0,0,739,3000,2407,50,2409,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2448,MORIN,Morin,Morin,99,270000,0,917,1250,1,644,498,97,83,113,66,63,110,89,58,10,12,1,7,67,0x36B5,160,864,400,288,0,0,0,0,0,0,0,0,739,3000,2407,50,2409,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2449,NASARIN,Nasarin,Nasarin,99,270000,0,917,1250,1,852,342,136,8,158,101,94,75,108,74,10,12,1,7,45,0x36B5,155,432,400,288,0,0,0,0,0,0,0,0,739,3000,2407,50,2409,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2450,THIEF_PORING,Thief Poring,Thief Poring,1,30,0,0,0,1,8,1,2,5,6,1,1,0,6,5,10,12,1,3,21,0x81,300,1072,672,480,0,0,0,0,0,0,0,0,7056,5000,7056,5000,7056,5000,644,500,603,100,0,0,0,0,0,0,0,0,0,0
