// Quest Database
//
// Structure of Database :
// Quest ID,Time Limit,Target1,Val1,Target2,Val2,Target3,Val3,Quest Title
7023,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7024,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7025,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7026,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7027,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7028,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7029,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7030,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7031,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7032,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7033,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7034,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7035,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7036,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7037,0,0,0,0,0,0,0,"Case closed?"
7038,0,0,0,0,0,0,0,"Passion for Baked Sweet Potatoes"
7039,0,0,0,0,0,0,0,"Dodging the conversation"
7040,0,0,0,0,0,0,0,"Dodging the conversation"
7041,0,0,0,0,0,0,0,"Politics is for the Politicians"
7042,0,0,0,0,0,0,0,"Part-time Job - Tatacho's feed"
7043,0,0,0,0,0,0,0,"Part-time Job - Cornus's feed"
7044,0,0,0,0,0,0,0,"Part-time Job - Hillthrion's feed1"
7045,0,0,0,0,0,0,0,"Part-time Job - Hillthrion's feed2"
7046,0,0,0,0,0,0,0,"Part-time Job - warm rugs"
7047,18000,0,0,0,0,0,0,"Part-time Job - Let's call it a day!"
7048,0,0,0,0,0,0,0,"Thanatos Tower - Burled's Favor"
7049,0,0,0,0,0,0,0,"Thanatos Tower - Sealed Tower"
7050,0,0,0,0,0,0,0,"Thanatos Tower - Sealed Tower"
7051,0,0,0,0,0,0,0,"Thanatos Tower - Sealed Tower"
7052,0,0,0,0,0,0,0,"Thanatos Tower - Sealed Tower"
7053,0,0,0,0,0,0,0,"Thanatos Tower - What they want is.."
7054,0,1282,1000,0,0,0,0,"Myu's Favor - Teach them a lesson!"
7055,0,1261,1,0,0,0,0,"Myu's Favor - Not the cat!"
7056,0,0,0,0,0,0,0,"Messenger - Arc's Favor"
7057,0,0,0,0,0,0,0,"Messenger - Arc's Favor"
7058,0,0,0,0,0,0,0,"Messenger - Arc's Favor"
7059,0,0,0,0,0,0,0,"Messenger - Terra's Whereabouts"
7060,0,0,0,0,0,0,0,"Messenger - Terra's Whereabouts"
7061,0,0,0,0,0,0,0,"Messenger - Terra's Whereabouts"
7062,0,0,0,0,0,0,0,"Messenger - Terra's Whereabouts"
7063,0,0,0,0,0,0,0,"Messenger - Terra's Whereabouts"
7064,0,0,0,0,0,0,0,"Messenger - Terra's Whereabouts"
7065,0,0,0,0,0,0,0,"Messenger - Terra's Whereabouts"
7066,0,0,0,0,0,0,0,"Messenger - Prove the Truth"
7067,0,0,0,0,0,0,0,"Messenger - Prove the Truth"
7068,0,0,0,0,0,0,0,"Messenger - Prove the Truth"
7069,0,0,0,0,0,0,0,"Messenger - Too late!"
7070,0,0,0,0,0,0,0,"Messenger - Terra's Return"
7071,0,0,0,0,0,0,0,"Messenger - Invitation"
//7072,0,0,0,0,0,0,0,""
//7073,0,0,0,0,0,0,0,""
7074,0,2017,1,0,0,0,0,"Rata Hunt"
7075,0,2018,1,0,0,0,0,"Duneyrr Hunt"
7076,0,2026,1,0,0,0,0,"Wanted: Dandelion"
7077,0,0,0,0,0,0,0,"Collecting Dragon Eggs"
7078,86400,0,0,0,0,0,0,"Collecting Dragon Eggs"
7079,0,0,0,0,0,0,0,"Finding Refined Bradium"
7080,86400,0,0,0,0,0,0,"Finding Refined Bradium"
7081,0,0,0,0,0,0,0,"Helping the Laphine Craftsman"
7082,86400,0,0,0,0,0,0,"Helping the Laphine Craftsman"

7091,0,0,0,0,0,0,0,"An advice of Diora 01"
7092,0,0,0,0,0,0,0,"An advice of Diora 02"
7093,0,0,0,0,0,0,0,"An advice of Diora 03"
7094,0,0,0,0,0,0,0,"An advice of Diora 04"
7095,0,0,0,0,0,0,0,"An advice of Diora 05"
7096,0,0,0,0,0,0,0,"A proof of new requirement"
7097,0,0,0,0,0,0,0,"A proof of new requirement"
7098,0,0,0,0,0,0,0,"A proof of new requirement"
7099,0,0,0,0,0,0,0,"A proof of new requirement"
7100,0,0,0,0,0,0,0,"A message of Bercascell"
7101,0,0,0,0,0,0,0,"Special task of an assassin guild  1"
7102,0,0,0,0,0,0,0,"Special task of an assassin guild  2"
7103,0,0,0,0,0,0,0,"Special task of an assassin guild  3"
7104,0,0,0,0,0,0,0,"Special task of an assassin guild  4"
7105,0,0,0,0,0,0,0,"Special task of an assassin guild  4"
7106,0,0,0,0,0,0,0,"Special task of an assassin guild  5"
7107,0,0,0,0,0,0,0,"Special task of an assassin guild  6"
7108,0,0,0,0,0,0,0,"Special task of an assassin guild  7"
7109,0,0,0,0,0,0,0,"Special task of an assassin guild  8"
7110,0,0,0,0,0,0,0,"Special task of an assassin guild  9"
7111,0,0,0,0,0,0,0,"Special task of an assassin guild  10"
7112,0,0,0,0,0,0,0,"Information of Madelle"
7113,0,0,0,0,0,0,0,"Information of Crave"
7114,0,0,0,0,0,0,0,"Information of Trovan"
7115,0,0,0,0,0,0,0,"Information of a peddler"
7116,0,0,0,0,0,0,0,"Information of a old man"

// Novice Training Grounds
7117,0,0,0,0,0,0,0,"Your first quest!"
7118,0,0,0,0,0,0,0,"Novice Training"
7119,0,0,0,0,0,0,0,"Novice Training"
7120,0,0,0,0,0,0,0,"Novice Training"
7121,0,0,0,0,0,0,0,"Novice Training"
7122,0,1002,1,0,0,0,0,"First battle - Poring Hunt"
7123,0,1050,2,0,0,0,0,"Battle Basics -Swordman"
7124,0,1063,5,0,0,0,0,"Battle Basics -Mage"
//7125,0,0,0,0,0,0,0,"not used"
7126,0,0,0,0,0,0,0,"Selling items"
7127,0,1010,5,0,0,0,0,"Battle Basics -Thief"

7128,0,0,0,0,0,0,0,"Training course 'conquest a desert!' -start"
7129,0,1009,10,0,0,0,0,"The training course 'conquer the desert!' - A real battle 1"
7130,0,1107,10,0,0,0,0,"The training course 'conquer the desert!' - A real battle 2"
7131,0,1001,5,0,0,0,0,"The training course 'conquer the desert!' - A real battle 3"
7132,0,0,0,0,0,0,0,"The training course 'conquer the desert!' - Complete a quest"
7133,0,0,0,0,0,0,0,"The training course 'conquer the culvert!' - Start"
7134,0,1051,10,0,0,0,0,"The training course 'conquer the culvert!' - A real battle 1"
7135,0,1175,10,0,0,0,0,"The training course 'conquer the culvert!' - A real battle 2"
7136,0,1005,5,0,0,0,0,"The training course 'conquer the culvert!' - A real battle 3"
7137,0,0,0,0,0,0,0,"The training course 'conquer the culvert!' - Complete a quest"
7138,0,0,0,0,0,0,0,"The training course 'conquer the haunted cave!' - Start"
7139,0,1076,15,0,0,0,0,"The training course 'conquer the haunted cave!' - A real battle 1"
7140,0,1031,10,0,0,0,0,"The training course 'conquer the haunted cave!' - A real battle 2"
7141,0,0,0,0,0,0,0,"The training course 'conquer the haunted cave!' - Complete a quest"
7142,0,0,0,0,0,0,0,"The training course 'conquer ant hell!' - Start"
7143,0,1160,15,0,0,0,0,"The training course 'conquer ant hell!' - A real battle 1"
7144,0,1095,15,0,0,0,0,"The training course 'conquer ant hell!' - A real battle 2"
7145,0,1176,10,0,0,0,0,"The training course 'conquer ant hell!' - A real battle 3"
7146,0,0,0,0,0,0,0,"The training course 'conquer ant hell!' - Complete a quest"
7147,0,0,0,0,0,0,0,"The training course 'conquer the orc village!' - start"
7148,0,1686,10,0,0,0,0,"The training course 'conquer the orc village!' - A real battle 1"
7149,0,1023,10,0,0,0,0,"The training course 'conquer the orc village!' - A real battle 2"
7150,0,1273,10,0,0,0,0,"The training course 'conquer the orc village!' - A real battle 3"
7151,0,0,0,0,0,0,0,"The training course 'conquer the orc village!' - Complete a quest"
7152,0,0,0,0,0,0,0,"bThe training course 'conquer the orc dungeon!' - start"
7153,0,1153,20,0,0,0,0,"The training course 'conquer the orc dungeon!' - A real battle 1"
7154,0,1152,20,0,0,0,0,"The training course 'conquer the orc dungeon!'- A real battle 2"
7155,0,0,0,0,0,0,0,"The training course 'conquer the orc dungeon!' - complete a quest"
7156,0,0,0,0,0,0,0,"The training course 'conquer an undersea city!' - start"
7157,0,1264,15,0,0,0,0,"The training course 'conquer an undersea city!' - A real battle 1"
7158,0,1065,10,0,0,0,0,0,"The training course 'conquer an undersea city!' - A real battle 2"
7159,0,0,0,0,0,0,0,"The training course 'conquer an undersea city!' - Complete a quest"

7160,0,0,0,0,0,0,0,"Mysterious Cryptogram"
7161,0,0,0,0,0,0,0,"Mysterious Cryptogram - 2nd"
7162,0,0,0,0,0,0,0,"Mysterious Cryptogram - 2nd"
7163,0,0,0,0,0,0,0,"Mysterious Cryptogram - 2nd"
7164,0,0,0,0,0,0,0,"Hunt for shadow of deception"
7165,0,0,0,0,0,0,0,"Key of deception"
7166,0,0,0,0,0,0,0,"Rachel Branch of Shadow Workshop"
7167,0,0,0,0,0,0,0,"Mysterious Cryptogram - 3rd"
7168,0,0,0,0,0,0,0,"Mysterious Cryptogram - 3rd"
7169,0,0,0,0,0,0,0,"Mysterious Cryptogram - 3rd"
7170,0,0,0,0,0,0,0,"Mysterious Cryptogram - 3rd"
7171,0,0,0,0,0,0,0,"Hunt for shadow of delusion"
7172,0,0,0,0,0,0,0,"Key of delusion"
7173,0,0,0,0,0,0,0,"Message to Halled from Paul"
7174,0,0,0,0,0,0,0,"Mysterious Cryptogram - 4th"
7175,0,0,0,0,0,0,0,"Hunft for shadow of gaiety"
7176,0,0,0,0,0,0,0,"Key of Gaiety"
7177,0,0,0,0,0,0,0,"A young guy in Lighthalzen"
7178,0,0,0,0,0,0,0,"Destination of Deception, Delusion and Gaiety"
7179,0,0,0,0,0,0,0,"Vicente, you dare!"
7180,0,0,0,0,0,0,0,"Message from Doomk"

7181,0,0,0,0,0,0,0,"Karakas's ring"

8000,0,0,0,0,0,0,0,"Quitting Job Change"
8001,0,0,0,0,0,0,0,"Job Change to Assassin"
8002,0,0,0,0,0,0,0,"Job Change to Assassin"
8003,0,0,0,0,0,0,0,"Job Change to Assassin"
8004,0,0,0,0,0,0,0,"Job Change to Assassin"
8005,0,0,0,0,0,0,0,"Job Change to Assassin"
8006,0,0,0,0,0,0,0,"Find the Guild Master!"
8007,0,0,0,0,0,0,0,"Acceptance from the Guild Master"
8008,0,0,0,0,0,0,0,"Job Change to Assassin"
8009,0,0,0,0,0,0,0,"Applying for Job Change to Priest"
8010,0,0,0,0,0,0,0,"Job Change to Priest"
8011,0,0,0,0,0,0,0,"Job Change to Priest"
8012,0,0,0,0,0,0,0,"Job Change to Priest"
8013,0,0,0,0,0,0,0,"Job Change to Priest"
8014,0,0,0,0,0,0,0,"Job Change to Priest"
8015,0,0,0,0,0,0,0,"Job Change to Priest"
8016,0,0,0,0,0,0,0,"Job Change to Priest"
8017,0,0,0,0,0,0,0,"Factory Inspection"
8018,0,0,0,0,0,0,0,"Factory Inspection"
8019,0,0,0,0,0,0,0,"Factory Inspection"
8020,0,0,0,0,0,0,0,"Factory Inspection"
8021,0,0,0,0,0,0,0,"Factory Inspection"
8022,0,0,0,0,0,0,0,"Factory Inspection"
8023,0,0,0,0,0,0,0,"Factory Inspection"
8024,0,0,0,0,0,0,0,"Factory Inspection"
8025,0,0,0,0,0,0,0,"Factory Inspection"
8026,0,0,0,0,0,0,0,"Factory Inspection"
8027,0,0,0,0,0,0,0,"Factory Inspection"
8028,0,0,0,0,0,0,0,"Factory Inspection"
8029,0,0,0,0,0,0,0,"Factory Inspection"
8030,0,0,0,0,0,0,0,"Factory Inspection"
8031,0,0,0,0,0,0,0,"Factory Inspection"
8032,0,0,0,0,0,0,0,"Tarlock's Favor"
8033,0,0,0,0,0,0,0,"Ferlock's Favor"
8034,0,0,0,0,0,0,0,"Ferlock's Favor"
8035,0,0,0,0,0,0,0,"How the Airship Works"
8036,0,0,0,0,0,0,0,"Hallen's Favor"
8037,0,0,0,0,0,0,0,"The Dice Roller"
8038,0,0,0,0,0,0,0,"The Dice Roller"
8039,0,0,0,0,0,0,0,"Secret of Airships"
8040,0,0,0,0,0,0,0,"Secret of Airships"
8041,0,0,0,0,0,0,0,"Secret of Airships"
8042,0,0,0,0,0,0,0,"Secret of Airships"
8043,0,0,0,0,0,0,0,"Secret of Airships"
8044,0,0,0,0,0,0,0,"Euslan's Fiancee"
8045,0,0,0,0,0,0,0,"Tips from Kaci"
8046,0,0,0,0,0,0,0,"Ferlock's Passengers list"
8047,0,0,0,0,0,0,0,"Euslan's Favor"
8048,0,0,0,0,0,0,0,"Eukran's Testimony"
8049,0,0,0,0,0,0,0,"Thierry's Favor"
8050,0,0,0,0,0,0,0,"Danger coming on to Thierry"
8051,0,0,0,0,0,0,0,"Euslan's Medicine"
8052,0,0,0,0,0,0,0,"Thierry's Favor"
8053,0,0,0,0,0,0,0,"Find Postell"
8054,0,0,0,0,0,0,0,"Message from Postell"
8055,0,0,0,0,0,0,0,"Nursing Allen"
8056,0,0,0,0,0,0,0,"Little something in return"
8057,0,0,0,0,0,0,0,"Grumbling Manainne"
8058,0,0,0,0,0,0,0,"Conversation with El Schatt"
8059,0,0,0,0,0,0,0,"Conversation with Perfitz"
8060,0,0,0,0,0,0,0,"Stubborn El Schatt"
8061,0,0,0,0,0,0,0,"Stories of the past"
8062,0,0,0,0,0,0,0,"Kanainne"
8063,0,0,0,0,0,0,0,"Kanainne's spirit"
8064,0,0,0,0,0,0,0,"Cellette's Fish Cake Soup"
8065,0,0,0,0,0,0,0,"Cellette's Fish Cake Soup"
8066,0,0,0,0,0,0,0,"Cellette's Fish Cake Soup"
8067,0,0,0,0,0,0,0,"Cellette's Fish Cake Soup"
8068,0,0,0,0,0,0,0,"Cellette's Fish Cake Soup"
8069,0,0,0,0,0,0,0,"Cellette's Fish Cake Soup"
8070,0,0,0,0,0,0,0,"Cellette's Fish Cake Soup"
8071,0,0,0,0,0,0,0,"Cellette's Fish Cake Soup"
8072,0,0,0,0,0,0,0,"Cellette's Fish Cake Soup"
8073,0,0,0,0,0,0,0,"Cellette's Fish Cake Soup"
8074,0,0,0,0,0,0,0,"Cellette's Fish Cake Soup"
8075,0,0,0,0,0,0,0,"Cellette's Fish Cake Soup"
8076,0,0,0,0,0,0,0,"Klitzer and Calla"
8077,0,0,0,0,0,0,0,"Klitzer and Calla"
8078,0,0,0,0,0,0,0,"Klitzer and Calla"
8079,0,0,0,0,0,0,0,"Klitzer and Calla"
8080,0,0,0,0,0,0,0,"Klitzer and Calla"
8081,0,0,0,0,0,0,0,"Klitzer and Calla"
8082,0,0,0,0,0,0,0,"Klitzer and Calla"
8083,0,0,0,0,0,0,0,"Klitzer and Calla"
8084,0,0,0,0,0,0,0,"Klitzer and Calla"
8085,0,0,0,0,0,0,0,"Klitzer and Calla"
8086,0,0,0,0,0,0,0,"Klitzer and Calla"
8087,0,0,0,0,0,0,0,"Klitzer and Calla"
8088,0,0,0,0,0,0,0,"Klitzer and Calla"
8089,0,0,0,0,0,0,0,"Stolen Gemstone"
8090,0,0,0,0,0,0,0,"Mr. Manson"
8091,0,0,0,0,0,0,0,"Jenny the gardener"
8092,0,0,0,0,0,0,0,"Searching the Market"
8093,0,0,0,0,0,0,0,"Mysterious Message"
8094,0,0,0,0,0,0,0,"Double Crossed?"
8095,0,0,0,0,0,0,0,"Find Phobe"
8096,0,0,0,0,0,0,0,"Stolen Gemstone Found"
8097,0,0,0,0,0,0,0,"Informing Jenny"
8098,0,0,0,0,0,0,0,"Keeping the Secret"
8099,0,0,0,0,0,0,0,"Vincent's Recommendation"
8100,0,0,0,0,0,0,0,"Recommendation from High Priest Zhed"
8101,0,0,0,0,0,0,0,"Recommendation from High Priest Zhed"
8102,0,0,0,0,0,0,0,"Recommendation from High Priest Zhed"
8103,0,0,0,0,0,0,0,"Recommendation from High Priest Zhed"
8104,0,0,0,0,0,0,0,"Recommendation from High Priest Zhed"
8105,0,0,0,0,0,0,0,"Recommendation from High Priest Zhed"
8106,0,0,0,0,0,0,0,"Mr. Shendar's daughter"
8107,0,0,0,0,0,0,0,"Lachellen's Testimony"
8108,0,0,0,0,0,0,0,"A Foreigner, Katinshuell"
8109,0,0,0,0,0,0,0,"Bruspetti's scent"
8110,0,0,0,0,0,0,0,"Bruspetti's scent"
8111,0,0,0,0,0,0,0,"Lachellen's Testimony"
8112,0,0,0,0,0,0,0,"Freya's Spring"
8113,0,0,0,0,0,0,0,"Bruspetti's Diary"
8114,0,0,0,0,0,0,0,"Bruspetti's Diary"
8115,0,0,0,0,0,0,0,"Suspicious Katinshuell"
8116,0,0,0,0,0,0,0,"Lachellen's Testimony"
8117,0,0,0,0,0,0,0,"Freya's Spring"
8118,0,0,0,0,0,0,0,"Conversation with Mr. Shendar"
8119,0,0,0,0,0,0,0,"Bruspetti's Diary"
8120,0,0,0,0,0,0,0,"Conversation with Katinshuell"
8121,0,0,0,0,0,0,0,"Conversation with Katinshuell"
8122,0,0,0,0,0,0,0,"Bruspetti's resting place"
8123,0,0,0,0,0,0,0,"Ayotaya's world famous dish, Tom Yum Goong"
8124,0,0,0,0,0,0,0,"Ayotaya's world famous dish, Tom Yum Goong"
8125,0,0,0,0,0,0,0,"Ayotaya's world famous dish, Tom Yum Goong"
8126,0,0,0,0,0,0,0,"Ayotaya's world famous dish, Tom Yum Goong"
8127,0,0,0,0,0,0,0,"Momotaro Field Trip"
8128,0,0,0,0,0,0,0,"Momotaro Field Trip"
8129,0,0,0,0,0,0,0,"Momotaro Field Trip"
8130,0,0,0,0,0,0,0,"Momotaro Field Trip"
8131,0,0,0,0,0,0,0,"The mother of lord in Amatsu"
8132,0,0,0,0,0,0,0,"The mother of lord in Amatsu"
8133,0,0,0,0,0,0,0,"Song of the fox"
8134,0,0,0,0,0,0,0,"Boy at the Northern Shrine"
8135,0,0,0,0,0,0,0,"Fox Expelled"
8136,0,0,0,0,0,0,0,"The Gray Wolf's Warning"
8137,0,0,0,0,0,0,0,"Finding the Keymaker"
8138,0,0,0,0,0,0,0,"Blacksmith's Request"
8139,0,0,0,0,0,0,0,"The Golden Key"
8140,0,0,0,0,0,0,0,"The Red Ring"
8141,0,0,0,0,0,0,0,"Mashenka's Red Ring"
8142,0,0,0,0,0,0,0,"Searching the Marsh"
8143,0,0,0,0,0,0,0,"The Flute's Voice"
8144,0,0,0,0,0,0,0,"Ryubaba's Confession"
8145,0,0,0,0,0,0,0,"Worried Mother's Request"
8146,0,0,0,0,0,0,0,"Finding Lusalka"
8147,0,0,0,0,0,0,0,"Lusalka's Beloved"
8148,0,0,0,0,0,0,0,"Lusalka's Beloved"
8149,0,0,0,0,0,0,0,"Searching for Igor"
8150,0,0,0,0,0,0,0,"Igor's message"
8151,0,0,0,0,0,0,0,"Marozka's Cave"
8152,0,0,0,0,0,0,0,"The Golden Thread"
8153,0,0,0,0,0,0,0,"Test of mind and wisdom"
8154,0,0,0,0,0,0,0,"The Keymaker"
8155,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8156,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8157,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8158,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8159,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8160,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8161,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8162,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8163,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8164,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8165,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8166,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8167,0,0,0,0,0,0,0,"The Golden Key"
8168,0,0,0,0,0,0,0,"Koshei, the Immortal"
8169,0,0,0,0,0,0,0,"Living and Dead Water"
8170,0,0,0,0,0,0,0,"Living and Dead Water"
8171,0,0,0,0,0,0,0,"Living and Dead Water"

8181,0,0,0,0,0,0,0,"Sight Blaster"
8182,0,0,0,0,0,0,0,"Push Back Theory"
8183,0,0,0,0,0,0,0,"Sight Blaster"
8184,0,0,0,0,0,0,0,"Elemental Converter"
8185,0,0,0,0,0,0,0,"Elemental Change"
8186,0,0,0,0,0,0,0,"Fire Elemental Change"
8187,0,0,0,0,0,0,0,"Earth Elemental Change"
8188,0,0,0,0,0,0,0,"Wind Elemental Change"
8189,0,0,0,0,0,0,0,"Water Elemental Change"
8190,0,0,0,0,0,0,0,"Charming Wink"
8191,0,0,0,0,0,0,0,"Charming Advisor"
8192,0,0,0,0,0,0,0,"Selfish Advisor"
8193,0,0,0,0,0,0,0,"Selfish Advisor"
8194,0,0,0,0,0,0,0,"Drunken Advisor"
8195,0,0,0,0,0,0,0,"Kind Canell"
8196,0,0,0,0,0,0,0,"The Tripartite Union's Feud"
8197,0,0,0,0,0,0,0,"Document Delivery"
8198,0,0,0,0,0,0,0,"Report to the United Research Official"
8199,0,0,0,0,0,0,0,"United Research Official's Favor"
8200,0,0,0,0,0,0,0,"Ryosen's Document Requests"
8201,0,0,0,0,0,0,0,"Missing Document"
8202,0,0,0,0,0,0,0,"Document Restoration"
8203,0,0,0,0,0,0,0,"Document Restoration"
8204,0,0,0,0,0,0,0,"Ryosen"
8205,0,0,0,0,0,0,0,"Report to the United Research Official"
8206,0,0,0,0,0,0,0,"Researchers' Meeting"
8207,0,0,0,0,0,0,0,"Hansenne is not guilty."
8208,0,0,0,0,0,0,0,"Hansenne's Favor"
8209,0,0,0,0,0,0,0,"Hue's Report"
8210,0,0,0,0,0,0,0,"Report to the United Research Official"
8211,0,0,0,0,0,0,0,"Shurank's Lecture"
8212,0,0,0,0,0,0,0,"Shurank's Lecture"
8213,0,0,0,0,0,0,0,"Shurank's Lecture"
8214,0,0,0,0,0,0,0,"Shurank's Lecture"
8215,0,0,0,0,0,0,0,"Shurank's Lecture"
8216,0,0,0,0,0,0,0,"Shurank's Order"
8217,0,0,0,0,0,0,0,"Dequ'ee's Message"
8218,0,0,0,0,0,0,0,"Shurank's Lecture"
8219,0,0,0,0,0,0,0,"Shurank's Lecture"
8220,0,0,0,0,0,0,0,"Shurank's Lecture"
8221,0,0,0,0,0,0,0,"Shurank's Lecture"
8222,0,0,0,0,0,0,0,"Shurank's order"
8223,0,0,0,0,0,0,0,"Dequ'ee's order"
8224,0,0,0,0,0,0,0,"The clue"
8225,0,0,0,0,0,0,0,"Dequ'ee's Reasoning"
8226,0,0,0,0,0,0,0,"Bankley's Death"
8227,0,0,0,0,0,0,0,"Return to Shurank"
8228,0,0,0,0,0,0,0,"Shurank's Lecture"
8229,0,0,0,0,0,0,0,"Guarnien's Lecture"
8230,0,0,0,0,0,0,0,"Guarnien's Lecture"
8231,0,0,0,0,0,0,0,"Guarnien's Lecture"
8232,0,0,0,0,0,0,0,"Guarnien's Lecture"
8233,0,0,0,0,0,0,0,"Guarnien's Lecture"
8234,0,0,0,0,0,0,0,"Prontera Market Research"
8235,0,0,0,0,0,0,0,"Guarnien's Lecture"
8236,0,0,0,0,0,0,0,"Guarnien's Lecture"
8237,0,0,0,0,0,0,0,"Guarnien's Lecture"
8238,0,0,0,0,0,0,0,"Guarnien's Lecture"
8239,0,0,0,0,0,0,0,"Guarnien's Lecture"
8240,0,0,0,0,0,0,0,"Guarnien's Lecture"
8241,0,0,0,0,0,0,0,"Collection of Red Jewel"
8242,0,0,0,0,0,0,0,"Collection of blue Jewel"
8243,0,0,0,0,0,0,0,"Learning new languages"
8244,0,0,0,0,0,0,0,"Fairies and Tree Giants"
8245,0,0,0,0,0,0,0,"Language sample investigation"
8246,0,0,0,0,0,0,0,"Language sample investigation"
8247,0,0,0,0,0,0,0,"Research progress"
8248,0,0,0,0,0,0,0,"Research progress"
8249,0,0,0,0,0,0,0,"Compressing Information"
8250,0,0,0,0,0,0,0,"Storage Gem"
8251,0,0,0,0,0,0,0,"Injection of Magic"
8252,0,0,0,0,0,0,0,"Handworked jewels"
8253,3600,0,0,0,0,0,0,"Language translation device"

8254,0,0,0,0,0,0,0,"with a light heart and body"
8255,0,0,0,0,0,0,0,"The test of power for existence"
8256,0,0,0,0,0,0,0,"The test of power for existence"
8257,0,0,0,0,0,0,0,"Providing food of Teardrop"
8258,0,0,0,0,0,0,0,"Providing food of Teardrop"
8259,0,0,0,0,0,0,0,"to a place for taking a practical technique test"
8260,0,0,0,0,0,0,0,"Mission! Documents delivery"
8261,0,0,0,0,0,0,0,"When you play the flute,then the wolf show up!"
8262,0,0,0,0,0,0,0,"Ranger master never again"

8265,0,0,0,0,0,0,0,"One time a one hour!"

8266,0,1077,10,0,0,0,0,"Hunting poison spore!"
8267,0,1056,10,0,0,0,0,"Hunting smokie!"
8268,0,1033,10,0,0,0,0,"Hunt elder wilow!"
8269,0,1104,10,0,0,0,0,"Hunt coco!"
8270,0,1034,10,0,0,0,0,"Hunt tharafrog!"
8271,0,0,0,0,0,0,0,"Toxic sprays delivery!"
8272,0,0,0,0,0,0,0,"Deliver a honey!"
8273,0,0,0,0,0,0,0,"Deliver a  blanket!"
8274,0,0,0,0,0,0,0,"Collect bones!"
8275,0,0,0,0,0,0,0,"Collect feet!"
8276,0,0,0,0,0,0,0,"Collect scell!"
8277,0,0,0,0,0,0,0,"Collect tails!"
8278,0,0,0,0,0,0,0,"Collect cookies!"
8279,0,0,0,0,0,0,0,"Collect mustache!"

9000,0,0,0,0,0,0,0,"Job Change to Knight"
9001,0,0,0,0,0,0,0,"Loyalty of a Knight"
9002,0,0,0,0,0,0,0,"Loyalty of a Knight"
9003,0,0,0,0,0,0,0,"The Honor of a Knight"
9004,0,0,0,0,0,0,0,"The Honor of a Knight"
9005,0,0,0,0,0,0,0,"Tenacity of a Knight"
9006,0,0,0,0,0,0,0,"Tenacity of a Knight"
9007,0,0,0,0,0,0,0,"The Honor of a Knight"
9008,0,0,0,0,0,0,0,"Etiquette as a Knight"
9009,0,0,0,0,0,0,0,"Life as a Knight"
9010,0,0,0,0,0,0,0,"Quality of reverence"
9011,0,0,0,0,0,0,0,"Life as a Knight"
9012,0,0,0,0,0,0,0,"Glory of a Knight!"
9013,0,0,0,0,0,0,0,"Job Change to Wizard"
9014,0,0,0,0,0,0,0,"Job Change to Wizard"
9015,0,0,0,0,0,0,0,"Job Change to Wizard"
9016,0,0,0,0,0,0,0,"Job Change to Wizard"
9017,0,0,0,0,0,0,0,"Job Change to Wizard"
9018,0,0,0,0,0,0,0,"Certified as a Wizard!"
9058,0,0,0,0,0,0,0,"O'Riley's Request"
9059,0,0,0,0,0,0,0,"Happy St. Patrick's Day"
9117,0,0,0,0,0,0,0,"Lina's Curse"
9118,0,0,0,0,0,0,0,"Lina's Curse - Deviruchi Hunt"
9119,0,0,0,0,0,0,0,"Lina's Curse - Wraith Dead Hunt"
9120,0,0,0,0,0,0,0,"Lina's Curse - Dullahan Hunt"
9121,0,0,0,0,0,0,0,"Lina's Curse - Nightmare Terror Hunt"
9122,0,0,0,0,0,0,0,"Lina's Curse"
9123,0,0,0,0,0,0,0,"Lina's Curse"
9024,0,0,0,0,0,0,0,"An errand boy from Einbroch"
// kRO
//9028,0,0,0,0,0,0,0,"strange Mouse"
//9029,86400,0,0,0,0,0,0,"Strange Mouse : present conditions"
// iRO/cRO
9028,0,0,0,0,0,0,0,"strange Hydra"
9029,86400,0,0,0,0,0,0,"Strange Hydra : present conditions"
9030,0,0,0,0,0,0,0,"Find a puppy"
